S.no,Name of the Enterprise,Address,Primary Contact 1,Primary Contact 2,Primary Contact Mail Id,Primary Contact Number
1641,RAJA LAXMI JEWELLERS,"Flat No:- SHOP NO 11-5-409/121, Building:- CITY MARKET BUILDING, Road/Street:- WARD NO. 44 MARKET ROAD, Village/Town:- HAMPANKATTA, Block:- OPPOSITE CENTRAL MARK, City:- MANGALORE",SHRI ASHOK POOJARY,,THILAK030@GMAIL.COM,9880348870
1642,GLORY SHIPPING,"Flat No:- 1-S-18-1291/25, Building:- Garden manor, Road/Street:- Sulthan Battery Road, Village/Town:- Ladyhill, Block:- 0, City:- Mangaluru",SMT CAROLINE SARTHO,,Caroline1979syd@gmail.com,9482414966
1643,M/S PROJECTILE INFRA PRIVATE LIMITED,"Flat No:- 1-S-17-1141/12, Building:- Shreyas Chambers, Road/Street:- Kulur Ferry Road, Village/Town:- Chilimbi, Block:- Chilimbi, City:- Mangalore",M/S PROJECTILE INFRA PRIVATE LIMITED,,anirudh@projectile.co.in,9886756976
1644,SPICESWALA HOUSE,"Flat No:- D NO 1/111-1, Building:- NEAR JODUKATTE, Road/Street:- PUTTUR, Village/Town:- BANOOR, Block:- ., City:- PUTTUR",SHRI ASHOK KUMAR GOEL,,swhmlr93@gmail.com,9844042156
1645,A Z R LINE TRADING,"Flat No:- 2ND BLOCK, Building:- KARIMANELU, Road/Street:- NARAVI ROUTE, Village/Town:- VENUR, Block:- 2ND BLOCK, City:- VENUR",SHRI AZARUDDEIN MOHAMMED,,azrvenur@gmail.com,9844555238
1646,M/S GOVARDHAN AND CO,"Flat No:- 4-195/38, Building:- SHRI SAI NIVAS, Road/Street:- KUNJATHBAIL, Village/Town:- MARAKADA, Block:- RAMNAGAR, City:- KAVOOR",M/S GOVARDHAN AND CO,,govardhancompany2017@gmail.com,9448111127
1647,M/S RAMESH TRADING CO,"Flat No:- PLOT No.SPL 9, Building:- K.S.S.I.D.C., Road/Street:- INDUSTRIAL AREA, Village/Town:- BAIKAMPADY, Block:- SPL 9, City:- MANGALURU",M/S RAMESH TRADING CO,,sunny_padaliya@yahoo.co.in,8105866909
1648,SAJEENA SHAJAHAN,"Flat No:- D.NO.56, Building:- SITE NO 72, Road/Street:- MANGALORE, Village/Town:- KRISHNAPURA, Block:- SURATHKAL, City:- MANGALROE",M/S BRR METAL AND ALLOYS,,sajeenabrr@gmail.com,9901184601
1649,VINAYAKA ENGINEERING WORKS,"Flat No:- PLOT NO 142-1(P), Building:- BAIKAMPADY INDUSTRIAL AREA, Road/Street:- K I A D B ROAD, Village/Town:- BAIKAMPADY, Block:- SURATHKAL, City:- Mangaluru",SMT REJITHA PRASANDAN,,vinayakaengworks2013@gmail.com,9964561451
1650,M/S ATHENA HEALTH CARE PVT. LTD,"Flat No:- ATHENA, Building:- athena heralthcare pvt ltd, Road/Street:- FLANIR ROAD, Village/Town:- MANGALORE, Block:- MANGALORE, City:- MANGALORE","M/S ATHENA HEALTH CARE PVT. LTD.,",,prajwwal@gmail.com,9449104253
1651,SUVARNA TRANSFORMERS (DISTRIBUTION AND POWER TRANSFORMERS),"Flat No:- 11-6-514, Building:- Jyothi Building, Road/Street:- Neharu Maidan, Village/Town:- Mangalore, Block:- Mangalore, City:- Mangalore",SHRI UDAYA CHANDRA SUVARNA,,nithyakvtl@gmail.com,9448059433
1652,SHIVAM PETROLEUMS,"Flat No:- S.NO.18/6, Building:- SALETHUR, Road/Street:- SALETHUR ROAD, Village/Town:- SALETHUR VILLAGE, Block:- SALETHUR POST, City:- BANTWAL TALUK",SHRI CHENNAPPA BAIRA,,shivampetroleums20@gmaion.com,9008385706
1653,M/S FORMS INDIA CORPORATION,"Flat No:- 2-2-1, Building:- POP CHANNEL MANUFACTURE FORMS INDIA CORPORATION, Road/Street:- PALMS GROOVES, Village/Town:- PADIL, Block:- PADIL, City:- MANGALORE",M/S FORMS INDIA CORPORATION,,formrmsindiacorporation@yahoo.com,9448455588
1654,PRANAVA BUILDERS & DEVELOPERS,"Flat No:- 305, Building:- Kushe Sadan, Road/Street:- KRR Road, Village/Town:- near PVS Circle, Block:- PVS, City:- Mangalore",SHRI SAMPATH KUMAR SHETTY TALAPADY,,sampath_shetty@yahoo.com,7022278352
1655,SHASHI MANGALA AGENCIES,"Flat No:- 2-151-2, Building:- Shashimagala Agencies, Road/Street:- Near Bus Stand Surathakal, Village/Town:- 1, Block:- 1, City:- Mangaluru",SHRI SHASHIDHAR TANTRY PADUR,,pstrantry@gmail.com,9448145392
1656,SHRI OM SAI ENTERPRISES,"Flat No:- 3-36-14, Building:- SRS COMPLEX, Road/Street:- NH 75 MAIN ROAD, Village/Town:- NH 75, Block:- BANTWAL, City:- BANTWAL",SHRI HARIAPPA BABU MOOLYA,,harishmoolya4@gmail.com,9740990009
1657,M/S YENEPOYA FOOD AND BEVERAGES INDIA PRIVATE LIMITED,"Flat No:- 1-N-32-2733 &amp; 27, Building:- YMK Compund, Road/Street:- Ashok nagar, Village/Town:- Ashok Nagar, Block:- Ashok Nagar, City:- Mangalore",M/S YENEPOYA FOOD AND BEVERAGES INDIA PRIVATE LIMITED,,accountsfc@yenepoya.org,9448887705
1658,S I ENTERPRISES,"Flat No:- 5 598 A6, Building:- VOKKETTUR, Road/Street:- VITTAL MANGALORE ROAD, Village/Town:- VOKKETTUR, Block:- GROUND, City:- VOKKETTUR",SHRI MOHAMMAD ISMAIL,,thilakskulal@gmail.com,9591939620
1659,M/S WORLDWIDE SHIPPING INC,"Flat No:- 6TH FLOOR, Building:- DELTA HOUSE, Road/Street:- BANGRA KULUR ROAD, Village/Town:- KULUR, Block:- KULUR, City:- MANGALORE",M/S WORLDWIDE SHIPPING INC,,info@groupdelta.in,9448289815
1660,S.L.V. ENTERPRISES,"Flat No:- 03-20/1, Building:- CHANDRA BUILDING, Road/Street:- PUTTUR TQ, Village/Town:- OPP. TO BANNUR GRAM PANCHAYAT, Block:- -, City:- DAKSHIN KANNAD",M/S S.L.V. ENTERPRISES,,slventerprisesptr@gmail.com,9620877222
1661,MELKAR ENTERPRISES,"Flat No:- DOOR NO 3-23/1 3 4, Building:- B H COMPLEX, Road/Street:- MANGALORE, Village/Town:- PANE MANGALORE, Block:- PANE MANGALORE, City:- MANGALORE",SHRI ABDUL AZEED,,MELKARENTERPRISES244@GMAIL.COM,9845622710
1662,SEQUEIRA SERVICE STATION,"Flat No:- 8-181/3,, Building:- SEQUEIRA SERVICE STATION, Road/Street:- GURUPURA KAIKAMBA, Village/Town:- NEAR POLALI DWARA, Block:- KINNI KAMBLA POST, City:- MANGALORE",SHRI JOHN BAPTIST SEQUEIRA,,PREETHU9901@GMAIL.COM,9741629766
1663,SRI KRIPA SERVICE STATION,"Flat No:- #1-27/1,, Building:- MURTHAMALE, Road/Street:- KINNIGOLI, Village/Town:- BATTAKODI, Block:- ., City:- MANGALORE",SHRI SEETHARAMA SHETTIGAR,,SRIKRIPASS@GMAIL.COM,9964429089
1664,M/S ISLAMIC ACADEMY OF EDUCATION,"Flat No:- 1, Building:- Islamic Academy of Education, Road/Street:- Deralaktte, Village/Town:- Deralakatte, Block:- Deralaktte, City:- Mangalore",M/S ISLAMIC ACADEMY OF EDUCATION,,groupfo@yenepoya.org,9880570079
1665,NETRAVATHI SERVICE STATION,"Flat No:- -, Building:- NETRAVATHI SERVICES STATION, Road/Street:- ADYAR, NH 75, Village/Town:- -, Block:- -, City:- MANGALURU",SHRI HOSAMANE KITTA BABU,,nss117878@gmail.com,8971561639
1666,M/S AL BADRIYA ENTERPRISES,"Flat No:- 10-19-924/1, Building:- ., Road/Street:- Bunder, Village/Town:- BUNDER, Block:- Port Road, City:- Mangalore",M/S AL BADRIYA ENTERPRISES,,albadriyaenterprises313@gmail.com,9900407081
1667,HARSHIDA TRADING COMPANY,"Flat No:- 167/3, Building:- ADYAR, Road/Street:- ARKULA, Village/Town:- ADYAR, Block:- 2ND, City:- MANGALORE",SHRI ABDUL RAHIMAN,,azarazzu@yahoo.in,6363222524
1668,M/S AN'AAM FARMS PRIVATE LIMITED,"Flat No:- 1st FLOOR, F-7, Building:- SALAFI CENTRE, Road/Street:- KANKANADY, Village/Town:- NEAR KANKANADY MARKET, Block:- NEAR KANKANADY MARKET, City:- MANGALURU,",M/S AN'AAM FARMS PRIVATE LIMITED,,anaamfarms@gmail.com,9980311301
1669,M/S SONY PLYWOODS,"Flat No:- D.NO.4-180/5, Building:- SONY PLYWOODS, Road/Street:- YEYYADI, Village/Town:- YEYYADI, Block:- 1, City:- MANGALORE",SHRI SHAWN PAUL SEQUEIRA,,sonyply@yahoo.co.in,9886010813
1670,GOODWILL TRADERS,"Flat No:- 1ST, Building:- FATHIAM HOUSE, Road/Street:- BUNDER, Village/Town:- MANGALORE, Block:- OPPOSITE CRESCENT SCHOOL, City:- MANGALORE",SHRI JUBER RAZAK,,juberrazak@gmail.com,7411838270
1671,M/S SOUTH INDIA FISHERIES,"Flat No:- D.NO. 20-P-111, Building:- NEW SOUTH WHARF, Road/Street:- MANGALURU, Village/Town:- BUNDER, Block:- BUNDER, City:- MANGALURU",M/S SOUTH INDIA FISHERIES,,mhani800@gmail.com,9448483899
1672,M/S COCOARICH AGRI LLP,"Flat No:- 16-7- 706/12(4), Building:- PARIN, Road/Street:- BALMATTA, Village/Town:- MANGALORE, Block:- COLLECTORS GATE, City:- MANGALORE",M/S COCOARICH AGRI LLP,,info@cilaagrotech.com,9448375245
1673,M/S PRASAD NETRALAYA,"Flat No:- near MAHAKALI TEMPLE, Building:- PRASAD NETRALAYA, Road/Street:- UJJODI, Village/Town:- PUMPWEL, Block:- UJJODI, City:- MANGALORE",M/S PRASAD NETRALAYA,,rekham2292@gmail.com,8088977044
1674,SILICON CORPORATION,"Flat No:- 19-87, Building:- MC BUILDING, Road/Street:- DARGA ROAD, Village/Town:- ULLAL, Block:- A BLOCK, City:- MANGALORE",SHRI MOHAMMED RILWAN,,info@siliconcorp.in,9964319556
1675,TRANSPORT GOODS,"Flat No:- 1-337, Building:- KOLLEJALU HOUSE, Road/Street:- UPPINANAGDY, Village/Town:- HIREBANDADY, Block:- HIREBANDADY, City:- PUTTUR",SHRI MOHAMMAD SHARIF,,safaupdy156@gmail.com,7618750504
1676,TAMANVI CONSTRUCTIONS,"Flat No:- FIRST FLOOR DNo.106, Building:- BRAHMA SAMAJA COMPLEX,, Road/Street:- KODIALBAIL, Village/Town:- KODIALBAIL, Block:- KODIALBAIL, City:- MANGALORE",SMT PRARTHANA,,tamanviconstructions@gmail.com,9964162226
1677,M/S SHAKTHI LIFE LINES,"Flat No:- MEZZANINE FLOOR, Building:- 15-13-707/1, Road/Street:- MANGALURU, Village/Town:- TIME SQUARE, Block:- KADRI ROAD SHIVABAGH, City:- MANGALURU",M/S SHAKTHI LIFE LINES,,shaktilifelines@gmail.com,9880049589
1678,KARAVALI GAS DISTRIBUTORS,"Flat No:- 16-130/1, Building:- OPP Post office, Road/Street:- moodbidri karkala highway, Village/Town:- padavu, Block:- kulshekar, City:- mangalore",SHRI SHIVANATH ATTAVAR,,karavalimanglore@gmail.com,9448353261
1679,BHARATH BHUSHAN,"Flat No:- 20-2-3, Building:- ROOM NO.3, Road/Street:- BUNDER, Village/Town:- WOUTH DHARF, BUNDER, Block:- BUNDER, City:- MANGALORE",SHRI BHARATH BHUSHAN,,kiran764@gmail.com,9844074617
1680,M/S BOMBAY TYRES SALES AND SERVICE,"Flat No:- 1-96/4, Building:- OPP.KARNATAKA BANK, Road/Street:- NANTHOOR ROAD, Village/Town:- PUMPWELL, Block:- PUMPWELL, City:- MANGALORE",M/S BOMBAY TYRES SALES AND SE,,bombaytyresmangalore@gmail.com,7760719044
1681,U BHARATHI,"Flat No:- 2-38-307, Building:- Vigneshwara nilaya, Road/Street:- Mangalore, Village/Town:- Balebail, Block:- Bijai, City:- Mangalore",SMT ULLAL BHARATHI,,praveensuvarna15@gmail.com,8317497876
1682,M/S ALVAS HEALTH CENTRE,"Flat No:- 5-169J, Building:- M/S ALVAS HEALTH CENTRE, Road/Street:- Alvaâ€™s health centre, Village/Town:- MOODBIDRI, Block:- MOODBIDRI, City:- Mangaluru",M/S ALVAS HEALTH CENTRE,,ahc@alvas.org,9986205557
1683,HH SCRAP TRADERS,"Flat No:- DOOR NO K3-104-3A, Building:- SABARABAILU HOUSE, Road/Street:- MADANTHYAR, Village/Town:- KUVETTU VILLAGE, Block:- SABARABAILU, City:- BELTHANGADY TQ",SHRI RIYAZ SABHARABAIL,,hhscraptraders@gmail.com,9480055582
1684,SALMA TRADERS,"Flat No:- DNO-1-172/3, Building:- A,S.PLAZA, Road/Street:- NELLIYADI, Village/Town:- NELLIYADI, Block:- NELLIYADI, City:- PUTTUR",SHRI ABDUL HAMEED,,joshyco1991@gmail.com,9449283079
1685,B J A FISHERIES,"Flat No:- 1-36/1, Building:- SAFA MARWA MANZIL, Road/Street:- NEAR GOVT PRIMARY SCHOOL, Village/Town:- KASABA BENGRE, Block:- KULUR, City:- MANGALURU",SHRI MOHAMMED JAVED,,mohdjavi07@gmail.com,9741371584
1686,BHARATH RUBBER AGENCIES,"Flat No:- 2/38/2, Building:- b a complex, Road/Street:- main road, Village/Town:- paichar, Block:- sullia, City:- sullia",SHRI PAICHAR HASAINAR ABDUL RAHIMAN,,abduabdu0401@gmail.com,7892492197
1687,M/S KRISHNA SUPARI,"Flat No:- 20-1-12/6, Building:- PERSION POINT, Road/Street:- AZIZUDDIN ROAD, Village/Town:- MANGALORE, Block:- 20-1-12/6, City:- MANGALORE",M/S KRISHNA SUPARI,,vipulvsinojia@gmail.com,9341217117
1688,PADMA ENTERPRISES- M SANDS & BUILDING METERIALS,"Flat No:- PADMA ENTERPRISES, Building:- PADUKONAJE, Road/Street:- MOODBIDRI, Village/Town:- DEKKAL, Block:- MOODBIDRI, City:- MANGALORE",SHRI AITHAPPA ALVA,,padmaservices@gmail.com,9448473797
1689,M/S SIMPOLO INC,"Flat No:- 7/10/1035-2, Building:- vinayaka sawmill compound, Road/Street:- boloor, Village/Town:- boloor, Block:- b, City:- mangalore",M/S SIMPOLO INC,,simpolomangalore@gmail.com,9964799000
1690,M/S ASTORS AGENCIES,"Flat No:- 17-128/2, Building:- FERNANDES BROTHERS CASHEW FACTORY, Road/Street:- KULSHEKARA, Village/Town:- PADAVU, KULSHEKARA, Block:- -, City:- MANGALORE",M/S ASTORS AGENCIES,,astorsagencies@gmail.com,9945517271
1691,M/S SHREE MAHALAKSHMI TRADING COMPANY,"Flat No:- 3-420, Building:- MAHALAXMI UDYOG, Road/Street:- NEERMARGA, MANGALORE, Village/Town:- MANGALORE, Block:- 3, City:- MANGALORE",M/S SHREE MAHALAKSHMI TRADING COMPANY,,pashupathisteels@rediffmail.com,9448459599
1692,TAPASYA TRADERS,"Flat No:- 2/163, Building:- Tapasya Traders, Road/Street:- Off Old Airport Road, Village/Town:- Bajpe, Block:- Bajpe, City:- Bajpe",SMT SUNITHA VENKATRAMANA MALLYA,,mallyavenkat79@gmail.com,8884921555
1693,M VIJAYARAJ & CO,"Flat No:- 5-155, Building:- M VIJAYARAJ &amp; CO, Road/Street:- MAIN RAOD, Village/Town:- MARPADY VILLAGE, Block:- 5, City:- MOODBIDRI",SHRI KULDEEP,,kmoodbidri@gmail.com,9901555006
1694,GIRISH KUMAR C,"Flat No:- 3-50/11 SHRI HARI, Building:- MUGRUODY ENCLAVE, Road/Street:- KAVOOR, Village/Town:- KAVOOR, Block:- GANDHI NAGAR, City:- MANGALURU",SHRI GIRISH CHALLANGARU KUMAR,,girishkumarc82@gmail.com,9686699195
1695,M/S FATHIMA STORES,"Flat No:- 13-5-643,, Building:- Maidan first cross, Road/Street:- Mangalore, Village/Town:- Mangalore, Block:- Mangalore, City:- Mangalore",M/S FATHIMA STORES,,suhailahmed2894@gmail.com,9741409994
1696,SURABHI BAR AND RESTAURANT,"Flat No:- 2-72, Building:- SURABHI, Road/Street:- SAJIPAMUNNUR, Village/Town:- SAJIPAMUNNUR VILLAGE, Block:- MARNBAILU, City:- BANTWAL TQ",SHRI PADIL RATNAKARA,,surabhibarsajipa@gmail.com,9740286030
1697,KEERTHI WINES,"Flat No:- 2-12-945/52, 2-12-94, Building:- AL-HELEN COMPLEX, Road/Street:- Bejai, Village/Town:- Bejai, Block:- Bejai, City:- Mangalore",SHRI VISHWANATHA MAHABALA SHETTY,,shettykirti87@gmail.com,9731532205
1698,M/S BIO CHEM NXT,"Flat No:- 137/4P5, Building:- BIO CHEM NXT, Road/Street:- UDUPI AGUMBE ROAD, Village/Town:- UDUPI, Block:- -, City:- UDUPI",SMT SHARMILA DURGESH HEGDE,,biochemnxt@gmail.com,9164611253
1699,REYAANTH ELECTRONICS,"Flat No:- V II - 169/5, Building:- JINAPRASAD COMPLEX, Road/Street:- VENUR, Village/Town:- VENUR, Block:- II, City:- BELTHANGADI",SHRI PRASAD JAIN BADARU,,prasadjainb@gmail.com,9606613936
1700,VAISHNAVI FUELS,"Flat No:- D.No. 2-170/1, Building:- Kokkada Post, Road/Street:- Kowkrady Village, Village/Town:- Kokkada, Block:- Kokkada, City:- Puttur",SHRI VENUGOPALA HEBBAR,,hebbarvg@gmail.com,8197242335
1701,VEE VEE AGENCIES,"Flat No:- V-16-1-95, Building:- Veera Venkatesh, Road/Street:- Padavinagady Road 1, Village/Town:- Padavingady, Block:- .Near Mahalasa Temple, City:- Mangalore",SHRI BANTWAL VIVEKANANDA PAI,,VIVEKANANDAPAI01@GMAIL.COM,9900254899
1702,"M/S PUTTUR PETRO PRODUCTS PVT. LTD.,","Flat No:- 187/2P, Building:- Ramdas Nayak Estate, Road/Street:- Nehru nagar, Village/Town:- Puttur, Block:- Nehru nagar, City:- Puttur","M/S PUTTUR PETRO PRODUCTS PVT. LTD.,",,konkangaz@gmail.com,9449861272
1703,SHREE SADGURU TRADERS,"Flat No:- 1-4/6D, Building:- Kamala Commercial complex, Road/Street:- Asaigoli, Village/Town:- Manjanadi, Block:- 1, City:- Mangalore",SHRI MOHANDAS,,kavitham960@gmail.com,9481763778
1704,M/S JNANA BHARATHI PRAKASHANA LIMITED,"Flat No:- 2nd Floor, Building:- MICASA Apartments, Road/Street:- BEJAI, Village/Town:- Near KSRTC Bus Stand, Block:- Bejai, City:- MAGALORE",M/S JNANA BHARATHI PRAKASHANA LIMITED,,jnanabharathi2011@gmail.com,9741089988
1705,KARAVALI RUBBERS AND ENTERPRISES,"Flat No:- 2-88H, Building:- BOLUGALLU VANIJYA SANKEERNA, Road/Street:- MAIN ROAD KALLUGUNDI, Village/Town:- KALLUGUNDI, Block:- 1, City:- SULLIA",SHRI GOONADKA IBRAHIM SHIRAJUDDEEN,,SFRAJKARAVALI@GMAIL.COM,9448930796
1706,M/S KARAVALI SWITCH GEARS,"Flat No:- C-42, Building:- C-42,INDUSTRIAL ESTATE,, Road/Street:- BAIKAMPADY, MANGALORE, Village/Town:- DAKSHIN KANNAD, Block:- -, City:- DAKSHIN KANNAD",M/S KARAVALI SWITCH GEARS,,msbhandary80@yahoo.co.in,9845465652
1707,ROVE ENTERPRISES,"Flat No:- 17-125, Building:- PADAVU PADIL KAIKAMBA ROAD KULSHEKAR, Road/Street:- MANGALORE, Village/Town:- MANGALORE, Block:- KULSHEKAR, City:- MANGALORE",SHRI ROHAN WILSON DIAS,,ROHAN.DIAS30@GMAIL.COM,9844121147
1708,M/S YAMUNA HOMES AND DESIGN PRIVATE LIMITED,"Flat No:- 3-29-2364/10 FLOOR 1, Building:- NALAPAD BUILDING, Road/Street:- KADRI TEMPLE ROAD, Village/Town:- Mangalore, Block:- MALLIKATTE, City:- Mangalore",M/S YAMUNA HOMES AND DESIGN PRIVATE LIMITED,,yamunahomes16@gmail.com,9448139155
1709,M/S SRI MANJUNATHA FUEL STATION,"Flat No:- 1, Building:- M/S SRI MANJUNATHA FUEL STATION, Road/Street:- NH 75, Village/Town:- Nellyady, Block:- NH 75, City:- Kadaba",M/S SRI MANJUNATHA FUEL STATION,,Charanpoovaie@gmail.com,9741973234
1710,VASUDEV ENTERPRISES,"Flat No:- VASUDEV ENTERPRISES, Building:- DOOR NO. 1-1704/1(2), Road/Street:- ARBE, PUTTUR, Village/Town:- MUNKRAPADY VILLAGE, Block:- KEMMIJE POST, City:- PUTTUR",SHRI JIGNESH ASHOK KUMAR SAVAJANI,,JIGS_2007@REDIFFMAIL.COM,9343520866
1711,M/S KARTHIK ENTERPRISES,"Flat No:- 3-36/8, Building:- KARTHIK COMPLEX, Road/Street:- CHARMADI ROAD, Village/Town:- UJIRE, Block:- SAMPIGE NAGARA, City:- UJIRE",M/S KARTHIK ENTERPRISES,,krk237077@gmail.com,9880541191
1712,M/S MANGALORE GAS AND GENERAL AGENCIES,"Flat No:- 2-21-1669/88, Building:- LAXMI VAMAN ENCLAVE, Road/Street:- ., Village/Town:- CHILIMBI, Block:- URVA, City:- MANGALORE",M/S MANGALORE GAS AND GENERAL AGENCIES,,mangaloregas@gmail.com,8892386982
1713,M/S SRINIVAS SALES CORPORATION,"Flat No:- 2-570 2-570 A, Building:- Kousthubha, Road/Street:- PALACE ROAD, Village/Town:- VITTAL, Block:- VITTAL, City:- VITTAL",M/S SRINIVAS SALES CORPORATION,,srinivasracc@gmail.com,9448352421
1714,MOHAMMED V P,"Flat No:- D NO- 25 25 1974, Building:- FLAT NO 2203 CONSEPTZ MERCURY, Road/Street:- MR BHAT LANE, Village/Town:- JEPPU, Block:- JEPPU, City:- Mangaluru",M/S SRI THIRUMALA INDANE GAS DISTRIBUTORS,,thirumala_kulur@rediffmail.com,8951414777
1715,NEXO POLYMER INDUSTRY,"Flat No:- D NO BYK 6-149, Building:- NEXO POLYMER INDUSTRY, Road/Street:- INDUSTRIAL AREA, Village/Town:- BAIKAMPADY, Block:- PLOT NO.163 AND 165, City:- MANGALURU",SHRI MOHAMMED MUSTHAFA,,musthamash34@gmail.com,9447976340
1716,M. SANJEEVA SHETTY SILKS & SAREES,"Flat No:- DOOR NO:5-4-172/1,, Building:- 172/2, 172/3,, Road/Street:- BALLALBAGH, Village/Town:- MUDYA ARCADE, Block:- M G ROAD, City:- MANGALORE",SHRI MAHENDRA MANGALORE,,mssmangalore@gmail.com,8123881881
1717,M/S KARAVALI COLOUR CARTONS LTD,"Flat No:- 1, Building:- KARAVALI COLOUR CARTONS, Road/Street:- BENJANAPADAVU, Village/Town:- BENJANAPADAVU, Block:- BENJANAPADAVU, City:- MANGALORE",M/S KARAVALI COLOUR CARTONS LTD,,karavalicartonsltd@gmail.com,9880734817
1718,ABDUN NASSIR K. -PWD CONTRACTOR,"Flat No:- 4-109, Building:- KONAJE KAR PATTORI KONAJE, Road/Street:- KONAJE, Village/Town:- KONAJE, Block:- KONAJE, City:- MANGALURU",SHRI KONAJE KAR ABDUNNASSIR,,KONAJEKARS@GMAIL.COM,7899918403
1719,ABABIL EXPORTS,"Flat No:- PLOT NO. 157-B, Building:- BAIKAMPADY IND. AREA, Road/Street:- MAIN ROAD, Village/Town:- BAIKAMPADY, Block:- BAIKAMPADY, City:- NEW MANGALORE",SHRI ASGAR AMEEN,,ababil092@gmail.com,9972033398
1720,HOTEL QUALITY,"Flat No:- BALMATTA, Building:- NEAR JYOTHI TALKIES, Road/Street:- BALMATTA, Village/Town:- BALMATTA, Block:- BALMATTA, City:- MANGALURU",SHRI ATTUR SADANANDA SHETTY,,asadanandashetty@gmail.com,9844042895
1721,KISWA ENTERPRISES,"Flat No:- PLOT No.172, Building:- B2, DOOR No.6-327, Road/Street:- BAIKAMPADY, Village/Town:- INDUSTRIAL AREA, Block:- -, City:- MANGALORE",SHRI MOHAMAD MUNTHASIR,,kiswaenterprises5864@gmail.com,9164315864
1722,RIHAAN ENTERPRISES,"Flat No:- DNO 1-222/H, Building:- KULA IDIKIDDU VILLAGE, Road/Street:- VITTLA ROAD, Village/Town:- KULA IDIKIDDU, Block:- VITTLA, City:- VITTLA",SHRI ABDUL RAHIMAN,,RIHAANALAKEMAJAL@GMAIL.COM,9481263499
1723,M/S SAPTAGIRI ENTERPRISES,"Flat No:- Door No: 3-8-637/1, Building:- Opposit KPT, Road/Street:- Kadri, Village/Town:- Kadri Hills, Block:- Kadri, City:- Mangalore",M/S SAPTAGIRI ENTERPRISES,,sapthagirienterprise@yahoo.com,9449837955
1724,CHAUDHARY CONSTRUCTION,"Flat No:- PLOT NO P5/P6/P7, Building:- FRONT KORDABBU DAIVASTHANA, Road/Street:- BAJPE, Village/Town:- KARAMBAR VILLAGE, Block:- MALAVOOR PANCHAYAT, City:- MANGALORE",SHRI DURGESH RAM CHANDRA CHAUDHARY,,cconstraction@gmail.com,9591352843
1725,M/S SHREE KATEELESHWARI COAL CORPORATION,"Flat No:- Plot No. 228, Building:- Shree Kateeleshwari Coal Corporation, Road/Street:- Baikampady Industrial Area, Village/Town:- Baikampady, Block:- KIADB, Baikampady, City:- Mangaluru",M/S SHREE KATEELESHWARI COAL CORPORATION,,skcoalcorporation@gmail.com,9900310407
1726,M/S KRIPA OIL INDUSTRIES MFG OF COCONUT OIL,"Flat No:- 1, Building:- AREKAL ,KAKKINJE POST, BELTHANGADY TALUK, Road/Street:- AREKAL ,KAKKINJE POST , BELTHA, Village/Town:- AREKAL, KAKKINJE POST, BELTHAN, Block:- KAKKINJE, City:- AREKAL ,KAKKINJE POST , B",SHRI THEKKEKUTTE CHACKO JOSEPH,,josephtckripaoil2002@gmail.com,9902193014
1727,S K CONSTRUCTION,"Flat No:- V-284, Building:- KAVYA HOUSE, Road/Street:- BAPPALLIGE, Village/Town:- NEAR RSS OFFICE, Block:- PUTTUR, City:- PUTTUR",SHRI BAPPALIGE SHIVAPPA SATHISH KUMAR,,bssathishkumar1964@gmail.com,8296213651
1728,KARAVALI SERVICE STATION,"Flat No:- 6-64/5, Building:- -, Road/Street:- PADIL, Village/Town:- ALAPE, Block:- -, City:- MANGALORE",SHRI BAITHARGUDDE ABDUL HAMEED,,karavalipadil@gmail.com,9448134123
1729,M/S SN FRUITS,"Flat No:- 2-83(160), Building:- Global commercial centre, Road/Street:- Kallapu, Village/Town:- Permannur, Block:- Ullal, City:- Mangalore",M/S SN FRUITS,,moidin789@gmail.com,9448286881
1730,HAWWA PETROLEUM,"Flat No:- 3-9-1 179/6A, Building:- Hawwa Petroleum, Road/Street:- Boliyar, Village/Town:- Mangaluru, Block:- Boliyar, City:- Mangaluru",SMT LAMEES KHADAR,,Hawwapetroleum@gmail.com,9844548328
1731,M/S KRISHNA SPICES,"Flat No:- B-125, Building:- KRISHNA SPICES, Road/Street:- BAIKAMPADY, Village/Town:- -, Block:- INDUSTRIAL ESTATE, City:- MANGALURU",M/S KRISHNA SPICES,,krishnaenterprise41@ymail.com,9448344544
1732,MADHYA PRADESH BAR AND RESTAURANT,"Flat No:- 5-162(3), Building:- Madhya Pradesh Bar and Restaurant, Road/Street:- Farangipete, Village/Town:- Farangipete, Block:- Farangipete, City:- Bantwal",SHRI JAKE ELTON PINTO,,hispirits.wines@gmail.com,9972127444
1733,SHIVASHANKER FUELS AND SERVICES,"Flat No:- 90/1C, Building:- SHIVASHANKER FUELS AND SERVICES, Road/Street:- SURATHKAL BAJPE ROAD, Village/Town:- KANA KULAI, Block:- NA, City:- MANAGALORE",SHRI UDAYA NARAYANA SURATHKAL,,ssfuels@yahoo.com,9845251050
1734,SHRI RADHE TRADING COMAPANY,"Flat No:- DOOR NO.1-1704/1, Building:- RADHE COMPOUND, Road/Street:- MUKRAMPADY, Village/Town:- puttur, Block:- MUKRAMPADY, City:- puttur",SHRI ASHOK KUMAR NANGI BAI SAVAJANI,,JIGS_2007@REDIFFMAIL.COM,9342989303
